"","ligand","receptor","cell_from_mean_exprs","cell_from","cell_to_mean_exprs","cell_to","comm_type"
"156","CCL3L1","CCR5",63.6607142857143,7,130.318385650224,5,"cytokine"
"1219","IL16","KCNA3",171.125,2,48.3489583333333,2,"cytokine"
"1132","IL16","CCR5",282.973094170404,5,29.1368715083799,1,"cytokine"
"287","CCL3","CCR1",563.077380952381,7,14.5677083333333,2,"cytokine"
"241","CCL3L3","CCR5",48.6649214659686,4,165.952380952381,8,"cytokine"
"1016","IL10","IL10RB",120.5875,6,66.9525139664805,1,"cytokine"
"243","CCL3L3","CCR5",48.6649214659686,4,164.8125,6,"cytokine"
"1199","IL16","KCNA3",238.193717277487,4,33.43125,6,"cytokine"
"1342","IL2","IL2RG",8.47533632286996,5,938.567708333333,2,"cytokine"
"1217","IL16","KCNA3",171.125,2,46.1989528795811,4,"cytokine"
"1321","IL2","CD53",8.47533632286996,5,924.522346368715,1,"cytokine"
"967","CXCL13","CXCR5",916.959641255605,5,8.41935483870968,3,"cytokine"
"345","CCL3","CCR4",563.077380952381,7,13.4843049327354,5,"cytokine"
"424","CCL3","CCR5",259.937172774869,4,29.1368715083799,1,"cytokine"
"138","CCL3L1","CCR1",29.8463687150838,1,253.64880952381,7,"cytokine"
"233","CCL3L3","CCR5",45.2780269058296,5,165.952380952381,8,"cytokine"
"439","CCL3","CCR5",147.65625,2,50.84375,2,"cytokine"
