"","ligand","receptor","cell_from_mean_exprs","cell_from","cell_to_mean_exprs","cell_to","comm_type"
"545","B2M","CD3D",35541.9583333333,7,1267.32142857143,7,"other"
"553","B2M","CD3D",30782.46875,6,1267.32142857143,7,"other"
"561","B2M","CD3D",29295.2780269058,5,1267.32142857143,7,"other"
"537","B2M","CD3D",29210.9345238095,8,1267.32142857143,7,"other"
"569","B2M","CD3D",23817.9214659686,4,1267.32142857143,7,"other"
"546","B2M","CD3D",35541.9583333333,7,808.95625,6,"other"
"577","B2M","CD3D",22182.2150537634,3,1267.32142857143,7,"other"
"544","B2M","CD3D",35541.9583333333,7,770.934523809524,8,"other"
"585","B2M","CD3D",20349.7916666667,2,1267.32142857143,7,"other"
"554","B2M","CD3D",30782.46875,6,808.95625,6,"other"
"552","B2M","CD3D",30782.46875,6,770.934523809524,8,"other"
"562","B2M","CD3D",29295.2780269058,5,808.95625,6,"other"
"593","B2M","CD3D",18646.9273743017,1,1267.32142857143,7,"other"
"538","B2M","CD3D",29210.9345238095,8,808.95625,6,"other"
"609","B2M","CD3G",35541.9583333333,7,651.279761904762,7,"other"
"547","B2M","CD3D",35541.9583333333,7,643.937219730942,5,"other"
"560","B2M","CD3D",29295.2780269058,5,770.934523809524,8,"other"
"536","B2M","CD3D",29210.9345238095,8,770.934523809524,8,"other"
"961","B2M","KLRD1",35541.9583333333,7,607.380952380952,7,"other"
"617","B2M","CD3G",30782.46875,6,651.279761904762,7,"other"
"555","B2M","CD3D",30782.46875,6,643.937219730942,5,"other"
"570","B2M","CD3D",23817.9214659686,4,808.95625,6,"other"
"625","B2M","CD3G",29295.2780269058,5,651.279761904762,7,"other"
"548","B2M","CD3D",35541.9583333333,7,535.282722513089,4,"other"
"601","B2M","CD3G",29210.9345238095,8,651.279761904762,7,"other"
"563","B2M","CD3D",29295.2780269058,5,643.937219730942,5,"other"
"539","B2M","CD3D",29210.9345238095,8,643.937219730942,5,"other"
"960","B2M","KLRD1",35541.9583333333,7,527.404761904762,8,"other"
"969","B2M","KLRD1",30782.46875,6,607.380952380952,7,"other"
"962","B2M","KLRD1",35541.9583333333,7,525.175,6,"other"
"681","B2M","HLA-F",35541.9583333333,7,519.011904761905,7,"other"
"568","B2M","CD3D",23817.9214659686,4,770.934523809524,8,"other"
"549","B2M","CD3D",35541.9583333333,7,507.903225806452,3,"other"
"578","B2M","CD3D",22182.2150537634,3,808.95625,6,"other"
"977","B2M","KLRD1",29295.2780269058,5,607.380952380952,7,"other"
"953","B2M","KLRD1",29210.9345238095,8,607.380952380952,7,"other"
"481","B2M","CD247",35541.9583333333,7,490.738095238095,7,"other"
"576","B2M","CD3D",22182.2150537634,3,770.934523809524,8,"other"
"610","B2M","CD3G",35541.9583333333,7,471.14375,6,"other"
"556","B2M","CD3D",30782.46875,6,535.282722513089,4,"other"
"586","B2M","CD3D",20349.7916666667,2,808.95625,6,"other"
"682","B2M","HLA-F",35541.9583333333,7,458.35625,6,"other"
"968","B2M","KLRD1",30782.46875,6,527.404761904762,8,"other"
"970","B2M","KLRD1",30782.46875,6,525.175,6,"other"
"689","B2M","HLA-F",30782.46875,6,519.011904761905,7,"other"
"550","B2M","CD3D",35541.9583333333,7,445.348958333333,2,"other"
"584","B2M","CD3D",20349.7916666667,2,770.934523809524,8,"other"
"564","B2M","CD3D",29295.2780269058,5,535.282722513089,4,"other"
"540","B2M","CD3D",29210.9345238095,8,535.282722513089,4,"other"
"557","B2M","CD3D",30782.46875,6,507.903225806452,3,"other"
"680","B2M","HLA-F",35541.9583333333,7,438.375,8,"other"
"633","B2M","CD3G",23817.9214659686,4,651.279761904762,7,"other"
"976","B2M","KLRD1",29295.2780269058,5,527.404761904762,8,"other"
"952","B2M","KLRD1",29210.9345238095,8,527.404761904762,8,"other"
"978","B2M","KLRD1",29295.2780269058,5,525.175,6,"other"
"954","B2M","KLRD1",29210.9345238095,8,525.175,6,"other"
"571","B2M","CD3D",23817.9214659686,4,643.937219730942,5,"other"
"697","B2M","HLA-F",29295.2780269058,5,519.011904761905,7,"other"
"673","B2M","HLA-F",29210.9345238095,8,519.011904761905,7,"other"
"489","B2M","CD247",30782.46875,6,490.738095238095,7,"other"
"594","B2M","CD3D",18646.9273743017,1,808.95625,6,"other"
"683","B2M","HLA-F",35541.9583333333,7,420.372197309417,5,"other"
"611","B2M","CD3G",35541.9583333333,7,419.417040358744,5,"other"
"565","B2M","CD3D",29295.2780269058,5,507.903225806452,3,"other"
"541","B2M","CD3D",29210.9345238095,8,507.903225806452,3,"other"
"618","B2M","CD3G",30782.46875,6,471.14375,6,"other"
"985","B2M","KLRD1",23817.9214659686,4,607.380952380952,7,"other"
"480","B2M","CD247",35541.9583333333,7,406.589285714286,8,"other"
"641","B2M","CD3G",22182.2150537634,3,651.279761904762,7,"other"
"497","B2M","CD247",29295.2780269058,5,490.738095238095,7,"other"
"592","B2M","CD3D",18646.9273743017,1,770.934523809524,8,"other"
"608","B2M","CD3G",35541.9583333333,7,403.333333333333,8,"other"
"473","B2M","CD247",29210.9345238095,8,490.738095238095,7,"other"
"579","B2M","CD3D",22182.2150537634,3,643.937219730942,5,"other"
"690","B2M","HLA-F",30782.46875,6,458.35625,6,"other"
"963","B2M","KLRD1",35541.9583333333,7,392.578475336323,5,"other"
"482","B2M","CD247",35541.9583333333,7,389.73125,6,"other"
"626","B2M","CD3G",29295.2780269058,5,471.14375,6,"other"
"602","B2M","CD3G",29210.9345238095,8,471.14375,6,"other"
"558","B2M","CD3D",30782.46875,6,445.348958333333,2,"other"
"688","B2M","HLA-F",30782.46875,6,438.375,8,"other"
"993","B2M","KLRD1",22182.2150537634,3,607.380952380952,7,"other"
"698","B2M","HLA-F",29295.2780269058,5,458.35625,6,"other"
"674","B2M","HLA-F",29210.9345238095,8,458.35625,6,"other"
"649","B2M","CD3G",20349.7916666667,2,651.279761904762,7,"other"
"587","B2M","CD3D",20349.7916666667,2,643.937219730942,5,"other"
"566","B2M","CD3D",29295.2780269058,5,445.348958333333,2,"other"
"542","B2M","CD3D",29210.9345238095,8,445.348958333333,2,"other"
"691","B2M","HLA-F",30782.46875,6,420.372197309417,5,"other"
"619","B2M","CD3G",30782.46875,6,419.417040358744,5,"other"
"696","B2M","HLA-F",29295.2780269058,5,438.375,8,"other"
"672","B2M","HLA-F",29210.9345238095,8,438.375,8,"other"
"572","B2M","CD3D",23817.9214659686,4,535.282722513089,4,"other"
"984","B2M","KLRD1",23817.9214659686,4,527.404761904762,8,"other"
"488","B2M","CD247",30782.46875,6,406.589285714286,8,"other"
"986","B2M","KLRD1",23817.9214659686,4,525.175,6,"other"
"616","B2M","CD3G",30782.46875,6,403.333333333333,8,"other"
"705","B2M","HLA-F",23817.9214659686,4,519.011904761905,7,"other"
"1001","B2M","KLRD1",20349.7916666667,2,607.380952380952,7,"other"
"684","B2M","HLA-F",35541.9583333333,7,347.38219895288,4,"other"
"699","B2M","HLA-F",29295.2780269058,5,420.372197309417,5,"other"
"483","B2M","CD247",35541.9583333333,7,345.717488789238,5,"other"
"627","B2M","CD3G",29295.2780269058,5,419.417040358744,5,"other"
"675","B2M","HLA-F",29210.9345238095,8,420.372197309417,5,"other"
"603","B2M","CD3G",29210.9345238095,8,419.417040358744,5,"other"
"657","B2M","CD3G",18646.9273743017,1,651.279761904762,7,"other"
"685","B2M","HLA-F",35541.9583333333,7,340.693548387097,3,"other"
"573","B2M","CD3D",23817.9214659686,4,507.903225806452,3,"other"
"971","B2M","KLRD1",30782.46875,6,392.578475336323,5,"other"
"595","B2M","CD3D",18646.9273743017,1,643.937219730942,5,"other"
"490","B2M","CD247",30782.46875,6,389.73125,6,"other"
"496","B2M","CD247",29295.2780269058,5,406.589285714286,8,"other"
"472","B2M","CD247",29210.9345238095,8,406.589285714286,8,"other"
"580","B2M","CD3D",22182.2150537634,3,535.282722513089,4,"other"
"551","B2M","CD3D",35541.9583333333,7,333.611731843575,1,"other"
"624","B2M","CD3G",29295.2780269058,5,403.333333333333,8,"other"
"600","B2M","CD3G",29210.9345238095,8,403.333333333333,8,"other"
"4127","HLA-B","CD3D",9253.43452380952,8,1267.32142857143,7,"other"
"992","B2M","KLRD1",22182.2150537634,3,527.404761904762,8,"other"
"505","B2M","CD247",23817.9214659686,4,490.738095238095,7,"other"
"994","B2M","KLRD1",22182.2150537634,3,525.175,6,"other"
"1080","B2M","TFRC",35541.9583333333,7,324.136904761905,8,"other"
"713","B2M","HLA-F",22182.2150537634,3,519.011904761905,7,"other"
"979","B2M","KLRD1",29295.2780269058,5,392.578475336323,5,"other"
"955","B2M","KLRD1",29210.9345238095,8,392.578475336323,5,"other"
"498","B2M","CD247",29295.2780269058,5,389.73125,6,"other"
"964","B2M","KLRD1",35541.9583333333,7,320.61780104712,4,"other"
"474","B2M","CD247",29210.9345238095,8,389.73125,6,"other"
"1009","B2M","KLRD1",18646.9273743017,1,607.380952380952,7,"other"
"581","B2M","CD3D",22182.2150537634,3,507.903225806452,3,"other"
"634","B2M","CD3G",23817.9214659686,4,471.14375,6,"other"
"686","B2M","HLA-F",35541.9583333333,7,308.770833333333,2,"other"
"706","B2M","HLA-F",23817.9214659686,4,458.35625,6,"other"
"588","B2M","CD3D",20349.7916666667,2,535.282722513089,4,"other"
"513","B2M","CD247",22182.2150537634,3,490.738095238095,7,"other"
"1000","B2M","KLRD1",20349.7916666667,2,527.404761904762,8,"other"
"692","B2M","HLA-F",30782.46875,6,347.38219895288,4,"other"
"1002","B2M","KLRD1",20349.7916666667,2,525.175,6,"other"
"612","B2M","CD3G",35541.9583333333,7,300.560209424084,4,"other"
"687","B2M","HLA-F",35541.9583333333,7,300.36312849162,1,"other"
"491","B2M","CD247",30782.46875,6,345.717488789238,5,"other"
"574","B2M","CD3D",23817.9214659686,4,445.348958333333,2,"other"
"613","B2M","CD3G",35541.9583333333,7,297.870967741935,3,"other"
"721","B2M","HLA-F",20349.7916666667,2,519.011904761905,7,"other"
"693","B2M","HLA-F",30782.46875,6,340.693548387097,3,"other"
"642","B2M","CD3G",22182.2150537634,3,471.14375,6,"other"
"704","B2M","HLA-F",23817.9214659686,4,438.375,8,"other"
"965","B2M","KLRD1",35541.9583333333,7,292.510752688172,3,"other"
"589","B2M","CD3D",20349.7916666667,2,507.903225806452,3,"other"
"4135","HLA-B","CD3D",8108.13095238095,7,1267.32142857143,7,"other"
"559","B2M","CD3D",30782.46875,6,333.611731843575,1,"other"
"700","B2M","HLA-F",29295.2780269058,5,347.38219895288,4,"other"
"714","B2M","HLA-F",22182.2150537634,3,458.35625,6,"other"
"676","B2M","HLA-F",29210.9345238095,8,347.38219895288,4,"other"
"499","B2M","CD247",29295.2780269058,5,345.717488789238,5,"other"
"475","B2M","CD247",29210.9345238095,8,345.717488789238,5,"other"
"966","B2M","KLRD1",35541.9583333333,7,283.802083333333,2,"other"
"4143","HLA-B","CD3D",7942.86875,6,1267.32142857143,7,"other"
"707","B2M","HLA-F",23817.9214659686,4,420.372197309417,5,"other"
"635","B2M","CD3G",23817.9214659686,4,419.417040358744,5,"other"
"521","B2M","CD247",20349.7916666667,2,490.738095238095,7,"other"
"596","B2M","CD3D",18646.9273743017,1,535.282722513089,4,"other"
"701","B2M","HLA-F",29295.2780269058,5,340.693548387097,3,"other"
"1088","B2M","TFRC",30782.46875,6,324.136904761905,8,"other"
"677","B2M","HLA-F",29210.9345238095,8,340.693548387097,3,"other"
"4151","HLA-B","CD3D",7827.08968609865,5,1267.32142857143,7,"other"
"582","B2M","CD3D",22182.2150537634,3,445.348958333333,2,"other"
"972","B2M","KLRD1",30782.46875,6,320.61780104712,4,"other"
"1008","B2M","KLRD1",18646.9273743017,1,527.404761904762,8,"other"
"1010","B2M","KLRD1",18646.9273743017,1,525.175,6,"other"
"567","B2M","CD3D",29295.2780269058,5,333.611731843575,1,"other"
"543","B2M","CD3D",29210.9345238095,8,333.611731843575,1,"other"
"712","B2M","HLA-F",22182.2150537634,3,438.375,8,"other"
"504","B2M","CD247",23817.9214659686,4,406.589285714286,8,"other"
"729","B2M","HLA-F",18646.9273743017,1,519.011904761905,7,"other"
"632","B2M","CD3G",23817.9214659686,4,403.333333333333,8,"other"
"650","B2M","CD3G",20349.7916666667,2,471.14375,6,"other"
"694","B2M","HLA-F",30782.46875,6,308.770833333333,2,"other"
"1096","B2M","TFRC",29295.2780269058,5,324.136904761905,8,"other"
"597","B2M","CD3D",18646.9273743017,1,507.903225806452,3,"other"
"484","B2M","CD247",35541.9583333333,7,266.455497382199,4,"other"
"1072","B2M","TFRC",29210.9345238095,8,324.136904761905,8,"other"
"980","B2M","KLRD1",29295.2780269058,5,320.61780104712,4,"other"
"956","B2M","KLRD1",29210.9345238095,8,320.61780104712,4,"other"
"987","B2M","KLRD1",23817.9214659686,4,392.578475336323,5,"other"
"722","B2M","HLA-F",20349.7916666667,2,458.35625,6,"other"
"715","B2M","HLA-F",22182.2150537634,3,420.372197309417,5,"other"
"643","B2M","CD3G",22182.2150537634,3,419.417040358744,5,"other"
"506","B2M","CD247",23817.9214659686,4,389.73125,6,"other"
"620","B2M","CD3G",30782.46875,6,300.560209424084,4,"other"
"695","B2M","HLA-F",30782.46875,6,300.36312849162,1,"other"
"967","B2M","KLRD1",35541.9583333333,7,259.555865921788,1,"other"
"621","B2M","CD3G",30782.46875,6,297.870967741935,3,"other"
"529","B2M","CD247",18646.9273743017,1,490.738095238095,7,"other"
"590","B2M","CD3D",20349.7916666667,2,445.348958333333,2,"other"
"702","B2M","HLA-F",29295.2780269058,5,308.770833333333,2,"other"
"678","B2M","HLA-F",29210.9345238095,8,308.770833333333,2,"other"
"512","B2M","CD247",22182.2150537634,3,406.589285714286,8,"other"
"973","B2M","KLRD1",30782.46875,6,292.510752688172,3,"other"
"640","B2M","CD3G",22182.2150537634,3,403.333333333333,8,"other"
"720","B2M","HLA-F",20349.7916666667,2,438.375,8,"other"
"485","B2M","CD247",35541.9583333333,7,250.150537634409,3,"other"
"614","B2M","CD3G",35541.9583333333,7,249.479166666667,2,"other"
"628","B2M","CD3G",29295.2780269058,5,300.560209424084,4,"other"
"703","B2M","HLA-F",29295.2780269058,5,300.36312849162,1,"other"
"658","B2M","CD3G",18646.9273743017,1,471.14375,6,"other"
"604","B2M","CD3G",29210.9345238095,8,300.560209424084,4,"other"
"679","B2M","HLA-F",29210.9345238095,8,300.36312849162,1,"other"
"974","B2M","KLRD1",30782.46875,6,283.802083333333,2,"other"
"629","B2M","CD3G",29295.2780269058,5,297.870967741935,3,"other"
"995","B2M","KLRD1",22182.2150537634,3,392.578475336323,5,"other"
"605","B2M","CD3G",29210.9345238095,8,297.870967741935,3,"other"
"514","B2M","CD247",22182.2150537634,3,389.73125,6,"other"
"981","B2M","KLRD1",29295.2780269058,5,292.510752688172,3,"other"
"723","B2M","HLA-F",20349.7916666667,2,420.372197309417,5,"other"
"730","B2M","HLA-F",18646.9273743017,1,458.35625,6,"other"
"957","B2M","KLRD1",29210.9345238095,8,292.510752688172,3,"other"
"651","B2M","CD3G",20349.7916666667,2,419.417040358744,5,"other"
"1082","B2M","TFRC",35541.9583333333,7,238.49375,6,"other"
"982","B2M","KLRD1",29295.2780269058,5,283.802083333333,2,"other"
"598","B2M","CD3D",18646.9273743017,1,445.348958333333,2,"other"
"958","B2M","KLRD1",29210.9345238095,8,283.802083333333,2,"other"
"520","B2M","CD247",20349.7916666667,2,406.589285714286,8,"other"
"708","B2M","HLA-F",23817.9214659686,4,347.38219895288,4,"other"
"507","B2M","CD247",23817.9214659686,4,345.717488789238,5,"other"
"648","B2M","CD3G",20349.7916666667,2,403.333333333333,8,"other"
"492","B2M","CD247",30782.46875,6,266.455497382199,4,"other"
"728","B2M","HLA-F",18646.9273743017,1,438.375,8,"other"
"4159","HLA-B","CD3D",6421.02617801047,4,1267.32142857143,7,"other"
"709","B2M","HLA-F",23817.9214659686,4,340.693548387097,3,"other"
"4183","HLA-B","CD3D",6338.8938547486,1,1267.32142857143,7,"other"
"975","B2M","KLRD1",30782.46875,6,259.555865921788,1,"other"
"1003","B2M","KLRD1",20349.7916666667,2,392.578475336323,5,"other"
"575","B2M","CD3D",23817.9214659686,4,333.611731843575,1,"other"
"522","B2M","CD247",20349.7916666667,2,389.73125,6,"other"
"731","B2M","HLA-F",18646.9273743017,1,420.372197309417,5,"other"
"659","B2M","CD3G",18646.9273743017,1,419.417040358744,5,"other"
"500","B2M","CD247",29295.2780269058,5,266.455497382199,4,"other"
"476","B2M","CD247",29210.9345238095,8,266.455497382199,4,"other"
"1104","B2M","TFRC",23817.9214659686,4,324.136904761905,8,"other"
"4167","HLA-B","CD3D",6083.93548387097,3,1267.32142857143,7,"other"
"716","B2M","HLA-F",22182.2150537634,3,347.38219895288,4,"other"
"493","B2M","CD247",30782.46875,6,250.150537634409,3,"other"
"622","B2M","CD3G",30782.46875,6,249.479166666667,2,"other"
"515","B2M","CD247",22182.2150537634,3,345.717488789238,5,"other"
"4175","HLA-B","CD3D",6042.734375,2,1267.32142857143,7,"other"
"988","B2M","KLRD1",23817.9214659686,4,320.61780104712,4,"other"
"983","B2M","KLRD1",29295.2780269058,5,259.555865921788,1,"other"
"959","B2M","KLRD1",29210.9345238095,8,259.555865921788,1,"other"
"528","B2M","CD247",18646.9273743017,1,406.589285714286,8,"other"
"717","B2M","HLA-F",22182.2150537634,3,340.693548387097,3,"other"
"656","B2M","CD3G",18646.9273743017,1,403.333333333333,8,"other"
"4128","HLA-B","CD3D",9253.43452380952,8,808.95625,6,"other"
"583","B2M","CD3D",22182.2150537634,3,333.611731843575,1,"other"
"710","B2M","HLA-F",23817.9214659686,4,308.770833333333,2,"other"
"1090","B2M","TFRC",30782.46875,6,238.49375,6,"other"
"501","B2M","CD247",29295.2780269058,5,250.150537634409,3,"other"
"615","B2M","CD3G",35541.9583333333,7,206.117318435754,1,"other"
"1011","B2M","KLRD1",18646.9273743017,1,392.578475336323,5,"other"
"630","B2M","CD3G",29295.2780269058,5,249.479166666667,2,"other"
"477","B2M","CD247",29210.9345238095,8,250.150537634409,3,"other"
"606","B2M","CD3G",29210.9345238095,8,249.479166666667,2,"other"
"530","B2M","CD247",18646.9273743017,1,389.73125,6,"other"
"898","B2M","KLRC1",35541.9583333333,7,204.34375,6,"other"
"1112","B2M","TFRC",22182.2150537634,3,324.136904761905,8,"other"
"636","B2M","CD3G",23817.9214659686,4,300.560209424084,4,"other"
"711","B2M","HLA-F",23817.9214659686,4,300.36312849162,1,"other"
"4126","HLA-B","CD3D",9253.43452380952,8,770.934523809524,8,"other"
"996","B2M","KLRD1",22182.2150537634,3,320.61780104712,4,"other"
"637","B2M","CD3G",23817.9214659686,4,297.870967741935,3,"other"
"724","B2M","HLA-F",20349.7916666667,2,347.38219895288,4,"other"
"523","B2M","CD247",20349.7916666667,2,345.717488789238,5,"other"
"1098","B2M","TFRC",29295.2780269058,5,238.49375,6,"other"
"989","B2M","KLRD1",23817.9214659686,4,292.510752688172,3,"other"
"1074","B2M","TFRC",29210.9345238095,8,238.49375,6,"other"
"725","B2M","HLA-F",20349.7916666667,2,340.693548387097,3,"other"
"718","B2M","HLA-F",22182.2150537634,3,308.770833333333,2,"other"
"1081","B2M","TFRC",35541.9583333333,7,192.428571428571,7,"other"
"591","B2M","CD3D",20349.7916666667,2,333.611731843575,1,"other"
"990","B2M","KLRD1",23817.9214659686,4,283.802083333333,2,"other"
"644","B2M","CD3G",22182.2150537634,3,300.560209424084,4,"other"
"719","B2M","HLA-F",22182.2150537634,3,300.36312849162,1,"other"
"645","B2M","CD3G",22182.2150537634,3,297.870967741935,3,"other"
"1120","B2M","TFRC",20349.7916666667,2,324.136904761905,8,"other"
"4136","HLA-B","CD3D",8108.13095238095,7,808.95625,6,"other"
"1004","B2M","KLRD1",20349.7916666667,2,320.61780104712,4,"other"
"997","B2M","KLRD1",22182.2150537634,3,292.510752688172,3,"other"
"732","B2M","HLA-F",18646.9273743017,1,347.38219895288,4,"other"
"531","B2M","CD247",18646.9273743017,1,345.717488789238,5,"other"
"4144","HLA-B","CD3D",7942.86875,6,808.95625,6,"other"
"3679","HLA-A","CD3D",5020.51785714286,8,1267.32142857143,7,"other"
"733","B2M","HLA-F",18646.9273743017,1,340.693548387097,3,"other"
"508","B2M","CD247",23817.9214659686,4,266.455497382199,4,"other"
"623","B2M","CD3G",30782.46875,6,206.117318435754,1,"other"
"4152","HLA-B","CD3D",7827.08968609865,5,808.95625,6,"other"
"998","B2M","KLRD1",22182.2150537634,3,283.802083333333,2,"other"
"906","B2M","KLRC1",30782.46875,6,204.34375,6,"other"
"726","B2M","HLA-F",20349.7916666667,2,308.770833333333,2,"other"
"4134","HLA-B","CD3D",8108.13095238095,7,770.934523809524,8,"other"
"599","B2M","CD3D",18646.9273743017,1,333.611731843575,1,"other"
"1087","B2M","TFRC",35541.9583333333,7,174.600558659218,1,"other"
"3687","HLA-A","CD3D",4896.49404761905,7,1267.32142857143,7,"other"
"486","B2M","CD247",35541.9583333333,7,174.59375,2,"other"
"991","B2M","KLRD1",23817.9214659686,4,259.555865921788,1,"other"
"4142","HLA-B","CD3D",7942.86875,6,770.934523809524,8,"other"
"652","B2M","CD3G",20349.7916666667,2,300.560209424084,4,"other"
"727","B2M","HLA-F",20349.7916666667,2,300.36312849162,1,"other"
"653","B2M","CD3G",20349.7916666667,2,297.870967741935,3,"other"
"1128","B2M","TFRC",18646.9273743017,1,324.136904761905,8,"other"
"631","B2M","CD3G",29295.2780269058,5,206.117318435754,1,"other"
"4150","HLA-B","CD3D",7827.08968609865,5,770.934523809524,8,"other"
"4191","HLA-B","CD3G",9253.43452380952,8,651.279761904762,7,"other"
"607","B2M","CD3G",29210.9345238095,8,206.117318435754,1,"other"
"914","B2M","KLRC1",29295.2780269058,5,204.34375,6,"other"
"1012","B2M","KLRD1",18646.9273743017,1,320.61780104712,4,"other"
"890","B2M","KLRC1",29210.9345238095,8,204.34375,6,"other"
"4129","HLA-B","CD3D",9253.43452380952,8,643.937219730942,5,"other"
"509","B2M","CD247",23817.9214659686,4,250.150537634409,3,"other"
"1005","B2M","KLRD1",20349.7916666667,2,292.510752688172,3,"other"
"638","B2M","CD3G",23817.9214659686,4,249.479166666667,2,"other"
"1089","B2M","TFRC",30782.46875,6,192.428571428571,7,"other"
"4487","HLA-C","CD3D",4670.57142857143,8,1267.32142857143,7,"other"
"516","B2M","CD247",22182.2150537634,3,266.455497382199,4,"other"
"1006","B2M","KLRD1",20349.7916666667,2,283.802083333333,2,"other"
"734","B2M","HLA-F",18646.9273743017,1,308.770833333333,2,"other"
"999","B2M","KLRD1",22182.2150537634,3,259.555865921788,1,"other"
"3695","HLA-A","CD3D",4512.975,6,1267.32142857143,7,"other"
"1106","B2M","TFRC",23817.9214659686,4,238.49375,6,"other"
"1097","B2M","TFRC",29295.2780269058,5,192.428571428571,7,"other"
"1073","B2M","TFRC",29210.9345238095,8,192.428571428571,7,"other"
"4367","HLA-B","KLRD1",9253.43452380952,8,607.380952380952,7,"other"
"3703","HLA-A","CD3D",4434.66816143498,5,1267.32142857143,7,"other"
"487","B2M","CD247",35541.9583333333,7,158.013966480447,1,"other"
"660","B2M","CD3G",18646.9273743017,1,300.560209424084,4,"other"
"735","B2M","HLA-F",18646.9273743017,1,300.36312849162,1,"other"
"4511","HLA-C","CD3D",4390.52914798206,5,1267.32142857143,7,"other"
"661","B2M","CD3G",18646.9273743017,1,297.870967741935,3,"other"
"517","B2M","CD247",22182.2150537634,3,250.150537634409,3,"other"
"646","B2M","CD3G",22182.2150537634,3,249.479166666667,2,"other"
"4495","HLA-C","CD3D",4364.73214285714,7,1267.32142857143,7,"other"
"1013","B2M","KLRD1",18646.9273743017,1,292.510752688172,3,"other"
"4503","HLA-C","CD3D",4298.125,6,1267.32142857143,7,"other"
"524","B2M","CD247",20349.7916666667,2,266.455497382199,4,"other"
"1095","B2M","TFRC",30782.46875,6,174.600558659218,1,"other"
"494","B2M","CD247",30782.46875,6,174.59375,2,"other"
"1014","B2M","KLRD1",18646.9273743017,1,283.802083333333,2,"other"
"1114","B2M","TFRC",22182.2150537634,3,238.49375,6,"other"
"1007","B2M","KLRD1",20349.7916666667,2,259.555865921788,1,"other"
"4199","HLA-B","CD3G",8108.13095238095,7,651.279761904762,7,"other"
"4137","HLA-B","CD3D",8108.13095238095,7,643.937219730942,5,"other"
"4160","HLA-B","CD3D",6421.02617801047,4,808.95625,6,"other"
"4207","HLA-B","CD3G",7942.86875,6,651.279761904762,7,"other"
"4184","HLA-B","CD3D",6338.8938547486,1,808.95625,6,"other"
"1084","B2M","TFRC",35541.9583333333,7,144.130890052356,4,"other"
"1103","B2M","TFRC",29295.2780269058,5,174.600558659218,1,"other"
"502","B2M","CD247",29295.2780269058,5,174.59375,2,"other"
"4145","HLA-B","CD3D",7942.86875,6,643.937219730942,5,"other"
"1079","B2M","TFRC",29210.9345238095,8,174.600558659218,1,"other"
"478","B2M","CD247",29210.9345238095,8,174.59375,2,"other"
"4215","HLA-B","CD3G",7827.08968609865,5,651.279761904762,7,"other"
"525","B2M","CD247",20349.7916666667,2,250.150537634409,3,"other"
"654","B2M","CD3G",20349.7916666667,2,249.479166666667,2,"other"
"1086","B2M","TFRC",35541.9583333333,7,142.109375,2,"other"
"4153","HLA-B","CD3D",7827.08968609865,5,643.937219730942,5,"other"
"900","B2M","KLRC1",35541.9583333333,7,141.801047120419,4,"other"
"532","B2M","CD247",18646.9273743017,1,266.455497382199,4,"other"
"4130","HLA-B","CD3D",9253.43452380952,8,535.282722513089,4,"other"
"4158","HLA-B","CD3D",6421.02617801047,4,770.934523809524,8,"other"
"4375","HLA-B","KLRD1",8108.13095238095,7,607.380952380952,7,"other"
"4168","HLA-B","CD3D",6083.93548387097,3,808.95625,6,"other"
"639","B2M","CD3G",23817.9214659686,4,206.117318435754,1,"other"
"4176","HLA-B","CD3D",6042.734375,2,808.95625,6,"other"
"4182","HLA-B","CD3D",6338.8938547486,1,770.934523809524,8,"other"
"4366","HLA-B","KLRD1",9253.43452380952,8,527.404761904762,8,"other"
"922","B2M","KLRC1",23817.9214659686,4,204.34375,6,"other"
"495","B2M","CD247",30782.46875,6,158.013966480447,1,"other"
"4368","HLA-B","KLRD1",9253.43452380952,8,525.175,6,"other"
"1122","B2M","TFRC",20349.7916666667,2,238.49375,6,"other"
"1085","B2M","TFRC",35541.9583333333,7,136.322580645161,3,"other"
"1015","B2M","KLRD1",18646.9273743017,1,259.555865921788,1,"other"
"4383","HLA-B","KLRD1",7942.86875,6,607.380952380952,7,"other"
"1083","B2M","TFRC",35541.9583333333,7,134.300448430493,5,"other"
"4391","HLA-B","KLRD1",7827.08968609865,5,607.380952380952,7,"other"
"4519","HLA-C","CD3D",3726.43979057592,4,1267.32142857143,7,"other"
"4131","HLA-B","CD3D",9253.43452380952,8,507.903225806452,3,"other"
"4166","HLA-B","CD3D",6083.93548387097,3,770.934523809524,8,"other"
"533","B2M","CD247",18646.9273743017,1,250.150537634409,3,"other"
"4174","HLA-B","CD3D",6042.734375,2,770.934523809524,8,"other"
"662","B2M","CD3G",18646.9273743017,1,249.479166666667,2,"other"
"503","B2M","CD247",29295.2780269058,5,158.013966480447,1,"other"
"479","B2M","CD247",29210.9345238095,8,158.013966480447,1,"other"
"4527","HLA-C","CD3D",3625.74731182796,3,1267.32142857143,7,"other"
"1105","B2M","TFRC",23817.9214659686,4,192.428571428571,7,"other"
"647","B2M","CD3G",22182.2150537634,3,206.117318435754,1,"other"
"930","B2M","KLRC1",22182.2150537634,3,204.34375,6,"other"
"1130","B2M","TFRC",18646.9273743017,1,238.49375,6,"other"
"1092","B2M","TFRC",30782.46875,6,144.130890052356,4,"other"
