"","ligand","receptor","cell_from_mean_exprs","cell_from","cell_to_mean_exprs","cell_to","comm_type"
"668","TNFRSF14","BTLA",66.08125,6,7.69832402234637,1,"checkpoint"
"355","TNFSF4","TNFRSF4",59.3697916666667,2,8.47120418848167,4,"checkpoint"
"779","TNFRSF4","TNFSF4",8.47120418848167,4,59.3697916666667,2,"checkpoint"
"80","BTLA","CD79A",38.91875,6,12.8630952380952,7,"checkpoint"
"164","BTLA","TNFRSF14",6.47849462365591,3,77.2286995515695,5,"checkpoint"
"674","TNFRSF14","BTLA",77.2286995515695,5,6.47849462365591,3,"checkpoint"
"467","CD274","PDCD1",6.44791666666667,2,75.3177083333333,2,"checkpoint"
"533","CD86","CD28",14.7847533632287,5,32.5,8,"checkpoint"
"78","BTLA","CD79A",84.0178571428571,7,5.61173184357542,1,"checkpoint"
"640","NCR3LG1","TMIGD2",13.5535714285714,8,34.7757847533632,5,"checkpoint"
"503","CD80","CD28",8.7375,6,53.46875,6,"checkpoint"
"161","BTLA","TNFRSF14",6.47849462365591,3,71.6130952380952,8,"checkpoint"
"650","TNFRSF14","BTLA",71.6130952380952,8,6.47849462365591,3,"checkpoint"
"507","CD80","CD28",8.7375,6,52.546875,2,"checkpoint"
"96","BTLA","CD79A",18.6439790575916,4,24.6053811659193,5,"checkpoint"
"212","CD40LG","TRAF3",16.425,6,27.5111731843575,1,"checkpoint"
"167","BTLA","TNFRSF14",6.47849462365591,3,67.6354166666667,2,"checkpoint"
"698","TNFRSF14","BTLA",67.6354166666667,2,6.47849462365591,3,"checkpoint"
"174","BTLA","TNFRSF14",9.11458333333333,2,47.989247311828,3,"checkpoint"
"691","TNFRSF14","BTLA",47.989247311828,3,9.11458333333333,2,"checkpoint"
"168","BTLA","TNFRSF14",6.47849462365591,3,66.2486033519553,1,"checkpoint"
"706","TNFRSF14","BTLA",66.2486033519553,1,6.47849462365591,3,"checkpoint"
"163","BTLA","TNFRSF14",6.47849462365591,3,66.08125,6,"checkpoint"
"666","TNFRSF14","BTLA",66.08125,6,6.47849462365591,3,"checkpoint"
"631","NCR3LG1","NCR3",13.5535714285714,8,31.31875,6,"checkpoint"
"537","CD86","CD28",14.7847533632287,5,26.9424083769633,4,"checkpoint"
"542","CD86","CD28",10.1559139784946,3,38.9107142857143,7,"checkpoint"
"556","CD86","CD28",5.16145833333333,2,76.3351955307263,1,"checkpoint"
"419","TNFSF4","TRAF2",16.768156424581,1,23.375,2,"checkpoint"
"620","CD86","CTLA4",10.1559139784946,3,38.2513966480447,1,"checkpoint"
"629","NCR3LG1","NCR3",13.5535714285714,8,28.0714285714286,8,"checkpoint"
"637","NCR3LG1","TMIGD2",13.5535714285714,8,27.8571428571429,8,"checkpoint"
"71","BTLA","CD79A",66.8571428571429,8,5.61173184357542,1,"checkpoint"
"182","BTLA","TNFRSF14",7.69832402234637,1,47.989247311828,3,"checkpoint"
"692","TNFRSF14","BTLA",47.989247311828,3,7.69832402234637,1,"checkpoint"
