"","ligand","receptor","cell_from_mean_exprs","cell_from","cell_to_mean_exprs","cell_to","comm_type"
"152","PDGFD","PDGFRA",9.93296089385475,1,40.7634408602151,3,"growth factor"
"182","TGFB1","CD109",18.4301675977654,1,21.8392857142857,8,"growth factor"
"6","EGFL8","NCR3",19.1964285714286,8,20.7634408602151,3,"growth factor"
"101","PDGFA","PDGFRA",6.84375,2,58.0104712041885,4,"growth factor"
"356","TGFB1","TGFBR3",9.33870967741935,3,42.2956989247312,3,"growth factor"
"290","TGFB1","TGFBR1",9.33870967741935,3,42.1883408071749,5,"growth factor"
"142","PDGFD","PDGFRA",6.359375,2,61.2735426008969,5,"growth factor"
"95","HBEGF","CD9",5.51396648044693,1,70.1302083333333,2,"growth factor"
"8","EGFL8","NCR3",19.1964285714286,8,20.0558659217877,1,"growth factor"
"243","TGFB1","ENG",18.4301675977654,1,20.702380952381,8,"growth factor"
"13","EGFL8","NCR3",17.1428571428571,7,22.0261780104712,4,"growth factor"
"103","PDGFA","PDGFRA",6.84375,2,54.7239583333333,2,"growth factor"
"143","PDGFD","PDGFRA",6.359375,2,58.0104712041885,4,"growth factor"
"317","TGFB1","TGFBR2",6.63874345549738,4,55.3541666666667,2,"growth factor"
"19","EGFL8","NCR3",11.65625,6,31.31875,6,"growth factor"
"130","PDGFD","PDGFRA",11.1,6,32.5335195530726,1,"growth factor"
"14","EGFL8","NCR3",17.1428571428571,7,20.7634408602151,3,"growth factor"
"94","HBEGF","CD9",5.51396648044693,1,63.8333333333333,3,"growth factor"
"355","TGFB1","TGFBR3",9.33870967741935,3,37.3455497382199,4,"growth factor"
"145","PDGFD","PDGFRA",6.359375,2,54.7239583333333,2,"growth factor"
"136","PDGFD","PDGFRA",8.53363228699552,5,40.7634408602151,3,"growth factor"
"43","EGFL8","NCR3",11.0279329608939,1,31.31875,6,"growth factor"
"16","EGFL8","NCR3",17.1428571428571,7,20.0558659217877,1,"growth factor"
