"","ligand","receptor","cell_from_mean_exprs","cell_from","cell_to_mean_exprs","cell_to","comm_type"
"333","TGFB1","TGFBR2",6.09375,2,55.3541666666667,2,"growth factor"
"92","HBEGF","CD9",5.51396648044693,1,60.5067264573991,5,"growth factor"
"275","TGFB1","ITGAV",18.4301675977654,1,18.0261780104712,4,"growth factor"
"350","TGFB1","TGFBR3",6.63874345549738,4,50.0391061452514,1,"growth factor"
"2","EGFL8","NCR3",19.1964285714286,8,17.1428571428571,7,"growth factor"
"17","EGFL8","NCR3",11.65625,6,28.0714285714286,8,"growth factor"
"273","TGFB1","ITGAV",18.4301675977654,1,17.5625,6,"growth factor"
"154","PDGFD","PDGFRA",9.93296089385475,1,32.5335195530726,1,"growth factor"
"357","TGFB1","TGFBR3",9.33870967741935,3,34.2552083333333,2,"growth factor"
"272","TGFB1","ITGAV",18.4301675977654,1,17.3511904761905,8,"growth factor"
"88","HBEGF","CD9",9.13125,6,34.8519553072626,1,"growth factor"
"354","TGFB1","TGFBR3",9.33870967741935,3,33.7713004484305,5,"growth factor"
"41","EGFL8","NCR3",11.0279329608939,1,28.0714285714286,8,"growth factor"
"280","TGFB1","TGFBR1",6.63874345549738,4,46.5178571428571,7,"growth factor"
"156","PDGFD","PDGFRB",20.8928571428571,8,14.6806282722513,4,"growth factor"
"366","TGFB1","TGFBR3",6.09375,2,50.0391061452514,1,"growth factor"
"93","HBEGF","CD9",5.51396648044693,1,54.2513089005236,4,"growth factor"
"20","EGFL8","NCR3",11.65625,6,25.4439461883408,5,"growth factor"
"10","EGFL8","NCR3",17.1428571428571,7,17.1428571428571,7,"growth factor"
"23","EGFL8","NCR3",11.65625,6,25.1354166666667,2,"growth factor"
"91","HBEGF","CD9",5.51396648044693,1,52.925,6,"growth factor"
"310","TGFB1","TGFBR1",18.4301675977654,1,15.6312849162011,1,"growth factor"
"82","HBEGF","CD9",9.13125,6,31.2857142857143,7,"growth factor"
"296","TGFB1","TGFBR1",6.09375,2,46.5178571428571,7,"growth factor"
"246","TGFB1","ENG",18.4301675977654,1,15.3632286995516,5,"growth factor"
"289","TGFB1","TGFBR1",9.33870967741935,3,30.28125,6,"growth factor"
"348","TGFB1","TGFBR3",6.63874345549738,4,42.2956989247312,3,"growth factor"
"44","EGFL8","NCR3",11.0279329608939,1,25.4439461883408,5,"growth factor"
"282","TGFB1","TGFBR1",6.63874345549738,4,42.1883408071749,5,"growth factor"
"102","PDGFA","PDGFRA",6.84375,2,40.7634408602151,3,"growth factor"
"138","PDGFD","PDGFRA",8.53363228699552,5,32.5335195530726,1,"growth factor"
"47","EGFL8","NCR3",11.0279329608939,1,25.1354166666667,2,"growth factor"
"264","TGFB1","ITGAV",9.33870967741935,3,29.3379888268156,1,"growth factor"
"245","TGFB1","ENG",18.4301675977654,1,14.8125,6,"growth factor"
"244","TGFB1","ENG",18.4301675977654,1,14.797619047619,7,"growth factor"
"293","TGFB1","TGFBR1",9.33870967741935,3,29.0104166666667,2,"growth factor"
"352","TGFB1","TGFBR3",9.33870967741935,3,28.7380952380952,7,"growth factor"
"144","PDGFD","PDGFRA",6.359375,2,40.7634408602151,3,"growth factor"
"364","TGFB1","TGFBR3",6.09375,2,42.2956989247312,3,"growth factor"
"298","TGFB1","TGFBR1",6.09375,2,42.1883408071749,5,"growth factor"
